id,name,address,city,postal_code,region_id,facility_type,telephone,email,website,cost_estimate,quality_score,data_source,attribution,cardiology_rating,orthopedics_rating,oncology_rating,neurology_rating,surgery_rating,urology_rating,pediatrics_rating,gynecology_rating,strengths_summary,latitude,longitude,geocoded
1997,Ospedale Santissima Trinita,Via Is Mirrionis 92,Cagliari,,392,Ospedale Pubblico,070 6091,,,83.71,4.3,Sardegna Open Data,Regione Sardegna - Strutture sanitarie,,,,,,,,,,39.23605,9.1078481,True
1998,Ospedale San Carlo,Via Potito Petrone,Potenza,,393,Ospedale Pubblico,0971 61111,,,209.75,3.2,Basilicata Open Data,Regione Basilicata - Strutture sanitarie,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,,40.65333351468534,15.803828805594824,True
2013,Ospedale Santa Maria della Misericordia,Piazzale Santa Maria della Misericordia 15,Udine,,396,Ospedale Pubblico,0432 5521,,,263.69,4.2,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,46.0776588,13.230585944112146,True
2014,Ospedale Santa Maria degli Angeli,Via Montereale 24,Pordenone,,396,Ospedale Pubblico,0434 3991,,,283.42,3.7,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.969011050000006,12.653883642163592,True
2015,Ospedale San Polo,Via Galvani 1,Monfalcone,,396,Ospedale Pubblico,0481 4871,,,296.65,4.5,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.81584775,13.519127969439662,True
2016,Ospedale di Cattinara,Strada di Fiume 447,Trieste,,396,Ospedale Pubblico,040 3991111,,,,3.8,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.63356505,13.827525267283214,True
2017,Ospedale Maggiore,Piazza dell'Ospitale 1,Trieste,,396,Ospedale Pubblico,040 3992334,,,133.67,4.5,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.6495752,13.782074876503621,True
2019,Ospedale San Daniele,Viale Trento Trieste 33,San Daniele del Friuli,,396,Ospedale Pubblico,0432 9491,,,,4.5,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,46.1543425,13.0099049,True
2020,Ospedale di Palmanova,Via Natisone,Palmanova,,396,Ospedale Pubblico,0432 921211,,,205.6,4.0,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.9104214867688,13.335833660252623,True
2021,Ospedale di Monfalcone,Via Galvani 1,Monfalcone,,396,Ospedale Pubblico,0481 4871,,,,3.8,Friuli-Venezia Giulia Open Data,Regione Friuli-Venezia Giulia - Strutture sanitarie,,,,,,,,,,45.81584775,13.519127969439662,True
1991,Ospedale Giovanni Paolo II,Via Giuseppe Brotzu,Olbia,,392,Ospedale Pubblico,0789 552200,,,,4.4,Sardegna Open Data,Regione Sardegna - Strutture sanitarie,,,,,,,,,,39.20042383002961,9.07047164415839,True
1992,Ospedale San Martino,Via Rockefeller,Oristano,,392,Ospedale Pubblico,0783 317211,,,190.24,4.8,Sardegna Open Data,Regione Sardegna - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,39.22461201698808,9.070198754746762,True
2000,Ospedale di Lagonegro,Via Piano dei Lippi,Lagonegro,,393,Ospedale Pubblico,0973 48111,,,208.39,4.2,Basilicata Open Data,Regione Basilicata - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,40.60710487115934,15.817514051405684,True
1822,"Ospedale Generale Regionale ""F. Miulli""",Strada Provinciale Acquaviva-Santeramo,Acquaviva delle Fonti,,377,Struttura Sanitaria,080 3054111,,,82.05,2.8,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,40.86396715,16.79889455,True
1823,"Ospedale ""Di Venere""",Via Ospedale Di Venere 1,Bari,,377,Struttura Sanitaria,080 5015111,,,193.85,2.8,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.0745899,16.869859,True
1826,Centro Medico San Giovanni,Corso Italia 45,Brindisi,,377,Struttura Sanitaria,083 2284512,,,296.05,2.7,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,40.813209016268246,17.41341506441059,True
1827,Clinica Villa Bianca,Via Roma 128,Lecce,,377,Struttura Sanitaria,083 2395871,,,229.6,2.9,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,40.17456810004147,18.162411893761274,True
1829,Centro Diagnostico Puglia,Via Napoli 37,Barletta,,377,Struttura Sanitaria,088 3571289,,,,4.1,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.31639797584038,16.272255668242803,True
1830,"Istituto Tumori ""Giovanni Paolo II""",Viale Orazio Flacco 65,Bari,,377,Struttura Sanitaria,080 5555111,,,119.75,4.8,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.11183551930563,16.862751336257368,True
1832,"Ospedale ""SS. Annunziata""",Via Bruno 1,Taranto,,377,Struttura Sanitaria,099 4585111,,,209.78,3.1,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,40.41275620977023,17.220979453574145,True
1833,"Ospedale ""Casa Sollievo della Sofferenza""",Viale Cappuccini,San Giovanni Rotondo,,377,Struttura Sanitaria,0882 4101,,,290.25,4.6,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.70695898983593,15.72112481814715,True
1840,Ospedale di Cavalese,Via Dossi 17,Cavalese,,378,Ospedale Pubblico,0462 242111,ospedale.cavalese@apss.tn.it,,68.59,3.7,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,46.28888751001348,11.454638351286015,True
1843,Centro Sanitario San Giovanni,Via Trento 42,Predazzo,,378,Centro Sanitario,0462 501111,info@csangiovanni.it,,,3.7,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,46.3094507,11.60182745,True
1844,Villa Bianca,Via Piave 78,Arco,,378,Casa di Cura,0464 579111,info@villabianca.it,,101.31,2.6,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,45.9009116200227,10.867264406975728,True
1846,Azienda Ospedaliero Universitaria Careggi,Largo Brambilla 3,Firenze,,379,"Ospedale Universitario, Cardiologia, Neurologia, Oncologia, Chirurgia",055 794111,,,175.24,4.3,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.8034891,11.2458706,True
1850,Centro Medico Fiorentino,Via del Pergolino 4,Firenze,,379,"Centro Medico, Ambulatorio, Diagnostica, Fisioterapia",055 4296111,,,,4.7,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.8039543,11.2502294,True
1852,Ospedale San Donato,Via Pietro Nenni 20,Arezzo,,379,"Ospedale Pubblico, Medicina Generale, Cardiologia, Chirurgia",0575 2551,,,,2.6,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.4614873,11.86714136824408,True
1853,Policlinico Le Scotte,Viale Mario Bracci 16,Siena,,379,"Policlinico Universitario, Medicina Generale, Ginecologia, Ostetricia, Neurologia",0577 585111,,,278.81,3.1,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.343567050000004,11.32967326114004,True
1854,Centro Oncologico Toscano,Via Toscana 28,Prato,,379,"Centro Specializzato, Oncologia, Radioterapia, Diagnostica",0574 434111,,,64.14,4.8,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.85553085,11.06972765,True
1825,"Ospedale ""San Paolo""",Via Caposcardicchio 1,Bari,,377,Struttura Sanitaria,080 5843111,,,112.89,4.0,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.11791985579309,16.856626756229183,True
1831,"Ospedale ""Perrino""",Strada Statale 7 per Mesagne,Brindisi,,377,Struttura Sanitaria,0831 537111,,,86.44,2.5,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,,,,,,,,,,41.10820528728129,16.884086948566214,True
1838,Ospedale Villa Rosa,Via Degasperi 31,Pergine Valsugana,,378,Ospedale Pubblico Riabilitativo,0461 515111,info@villarosa.it,,,4.2,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,41.91074302633698,12.502519154289322,True
1841,Ospedale di Cles,Viale Degasperi 41,Cles,,378,Ospedale Pubblico,0463 660111,ospedale.cles@apss.tn.it,,235.69,3.3,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,41.91897723789932,12.449369571668452,True
1842,Ospedale di Arco,Via delle Palme 3,Arco,,378,Ospedale Pubblico,0464 582222,ospedale.arco@apss.tn.it,,,3.7,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,41.91313794477323,12.503134370677234,True
1845,Ospedale San Lorenzo,Via Padova 10,Borgo Valsugana,,378,Ospedale Pubblico,0461 755111,ospedale.borgo@apss.tn.it,,90.69,4.7,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,,,,,,,,,,41.905288789634014,12.458867737599164,True
1855,Ospedale San Giovanni di Dio,Via di Torregalli 3,Firenze,,379,"Ospedale Pubblico, Medicina Generale, Cardiologia, Chirurgia",055 69321,,,221.42,4.8,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,,,,,,,,,,43.7587108,11.203247,True
1856,Ospedale San Giuseppe,Viale Boccaccio 16,Empoli,,379,"Ospedale Pubblico, Medicina Generale, Ortopedia, Cardiologia",0571 7051,,,,3.1,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,43.723541597215274,10.928781532159576,True
1868,IDI - Istituto Dermopatico dell'Immacolata,Via dei Monti di Creta 104,Roma,,380,Istituto Dermatologico,06 66461,,,157.84,4.1,Salute Lazio,Regione Lazio - Strutture sanitarie,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,41.9012328,12.430288071765975,True
1910,Ospedale Antonio Cardarelli,Via Antonio Cardarelli 9,Napoli,,384,Ospedale Pubblico,081 747 1111,,,70.34,4.0,Campania Open Data,Regione Campania - Strutture sanitarie,4.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,Strong in cardiology.,40.8657757,14.2221195,True
1911,Policlinico Federico II,Via Sergio Pansini 5,Napoli,,384,Policlinico Universitario,081 746 1111,,,215.5,4.3,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,40.86576657978325,14.221933642602735,True
1912,Ospedale del Mare,Via Enrico Russo,Napoli,,384,Ospedale Pubblico,081 187 2111,,,,4.4,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,40.850853515478974,14.343327654246888,True
1913,AORN Dei Colli - Monaldi,Via Leonardo Bianchi,Napoli,,384,Ospedale Pubblico,081 706 2111,,,102.6,3.3,Campania Open Data,Regione Campania - Strutture sanitarie,4.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,Strong in cardiology.,40.866096999561954,14.216377468547515,True
1915,Ospedale Santobono,Via Mario Fiore 6,Napoli,,384,Ospedale Pediatrico,081 755 6111,,,213.14,3.5,Campania Open Data,Regione Campania - Strutture sanitarie,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,40.8490293687633,14.231021390788023,True
1918,Azienda Ospedaliera San Sebastiano,Via Palasciano,Caserta,,384,Ospedale Pubblico,0823 232 111,,,,4.1,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,41.10688566551412,14.211595302025678,True
1920,Casa di Cura Villa dei Fiori,Corso Italia 157,Acerra,,384,Ospedale Privato,081 361 9111,,,289.33,3.6,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,40.93579665,14.36741646728579,True
1921,Clinica Mediterranea,Via Orazio 2,Napoli,,384,Ospedale Privato,081 764 0111,,,215.21,3.5,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,40.827096100000006,14.218960997909669,True
1955,Ospedale San Salvatore,Via Lorenzo Natali,L'Aquila,,388,Ospedale Pubblico,0862 3681,,,,4.7,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,Strong in cardiology.,42.36850885,13.3566981,True
1957,Ospedale Spirito Santo,Via Fonte Romana 8,Pescara,,388,Ospedale Pubblico,085 4251,,,224.88,4.9,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,Strong in cardiology.,42.463801399999994,14.197452410226827,True
1958,Ospedale G. Mazzini,Piazza Italia 1,Teramo,,388,Ospedale Pubblico,0861 4291,,,182.91,4.9,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,Strong in cardiology.,42.6468299,14.039596030058565,True
1961,Ospedale San Massimo,Via Francia,Penne,,388,Ospedale Pubblico,085 8276111,,,51.86,4.0,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,42.45543816963273,13.917529444184552,True
1963,Ospedale Maria SS. dello Splendore,Via Vittorio Veneto 2,Giulianova,,388,Ospedale Pubblico,085 80211,,,,4.3,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,Strong in cardiology.,42.7465582,13.9629313,True
1983,Grande Ospedale Metropolitano,Via Giuseppe Melacrino,Reggio Calabria,,391,Ospedale Pubblico,0965 397111,,,239.21,2.9,Calabria Open Data,Regione Calabria - Strutture sanitarie,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,38.113691748145364,15.656632286394636,True
2003,Ospedale di Policoro,Via Puglia,Policoro,,393,Ospedale Pubblico,0835 986111,,,,4.5,Basilicata Open Data,Regione Basilicata - Strutture sanitarie,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,Strong in cardiology.,40.20936938735642,16.673427437449387,True
1857,Ospedale SS. Cosma e Damiano,Via Provinciale Lucchese 248,Pescia,,379,"Ospedale Pubblico, Medicina Generale, Ortopedia, Urologia",0572 4601,,,196.84,4.4,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,43.77165170042511,11.258941225834555,True
1834,Ospedale Santa Chiara,Largo Medaglie d'Oro 9,Trento,,378,Ospedale Pubblico,0461 903111,info@ospedalesc.it,,64.92,3.3,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,4.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,Strong in orthopedics.,46.05631425,11.133282310783793,True
1835,Ospedale San Camillo,Via Giovanelli 19,Trento,,378,Ospedale Privato,0461 216111,info@sancamillo.org,,106.72,3.9,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,46.064973699999996,11.132049068210154,True
1837,Centro Medico Trentino,Via Gocciadoro 82,Trento,,378,Centro Medico,0461 374100,info@centromedtn.it,,140.57,3.7,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,46.05555225,11.13178456563207,True
1839,Poliambulatorio Montebello,Via Montebello 6,Trento,,378,Poliambulatorio,0461 903400,info@montebello.it,,,2.9,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,46.0497822,11.4629531,True
1847,Ospedale Santa Maria Nuova,Piazza Santa Maria Nuova 1,Firenze,,379,"Ospedale Pubblico, Medicina Generale, Ginecologia, Pediatria",055 693111,,,84.25,4.9,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,43.7733491,11.2598264,True
1849,Azienda Ospedaliero Universitaria Pisana,Via Roma 67,Pisa,,379,"Ospedale Universitario, Medicina Generale, Cardiologia, Oncologia",050 992111,,,,5.0,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Strong in cardiology.,43.7217648,10.39565018281526,True
1851,Ospedale Misericordia,Via Senese 161,Grosseto,,379,"Ospedale Pubblico, Medicina Generale, Ortopedia, Urologia",0564 483111,,,,4.8,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,Strong in cardiology.,42.7759295,11.1255629,True
1858,Policlinico Umberto I,Viale del Policlinico 155,Roma,,380,Policlinico Universitario,06 49971,,,104.48,4.6,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Strong in oncology.,41.906457,12.512125470238594,True
1859,Ospedale San Giovanni Addolorata,Via dell'Amba Aradam 9,Roma,,380,Ospedale Pubblico,06 77051,,,,4.7,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,Outstanding in orthopedics​,41.88440793827359,12.501150361557979,True
1860,Ospedale San Camillo-Forlanini,Circonvallazione Gianicolense 87,Roma,,380,Ospedale Pubblico,06 58701,,,187.74,3.3,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Strong in oncology.,41.8690936,12.45654314445607,True
1861,Policlinico Gemelli,Largo Agostino Gemelli 8,Roma,,380,Policlinico Universitario,06 30151,,,204.45,4.7,Salute Lazio,Regione Lazio - Strutture sanitarie,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,Excels in cardiology​,41.9315345,12.429439310537084,True
1862,Ospedale Sant'Eugenio,Piazzale dell'Umanesimo 10,Roma,,380,Ospedale Pubblico,06 51001,,,165.82,4.8,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,Strong in cardiology.,41.821245000000005,12.472056543839061,True
1863,Ospedale San Filippo Neri,Via Giovanni Martinotti 20,Roma,,380,Ospedale Pubblico,06 33061,,,,4.7,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,3.0,1.0,3.0,4.0,4.0,1.0,4.0,,41.9477432,12.413632641848777,True
1864,Ospedale Sandro Pertini,Via dei Monti Tiburtini 385,Roma,,380,Ospedale Pubblico,06 41431,,,232.03,4.2,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,Strong in orthopedics.,41.92064825,12.540323640935883,True
1866,Ospedale Sant'Andrea,Via di Grottarossa 1035,Roma,,380,Ospedale Universitario,06 33771,,,,4.4,Salute Lazio,Regione Lazio - Strutture sanitarie,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Strong in oncology.,41.98307765,12.470377557191146,True
1867,Ospedale Pediatrico Bambino Gesu,Piazza Sant'Onofrio 4,Roma,,380,Ospedale Pediatrico,06 68591,,,184.29,3.4,Salute Lazio,Regione Lazio - Strutture sanitarie,3.0,1.0,1.0,3.0,3.0,1.0,5.0,1.0,Outstanding in pediatrics​,41.897076,12.460704407887675,True
1869,Ospedale Spallanzani,Via Portuense 292,Roma,,380,Istituto Specializzato Malattie Infettive,06 55170,,,175.29,4.2,Salute Lazio,Regione Lazio - Strutture sanitarie,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,41.866102049999995,12.457973747493792,True
1875,Humanitas Research Hospital,Via Manzoni 56,Rozzano,,381,IRCCS Privato,02 82241,info@humanitas.it,,,4.7,Lombardia Open Data,Regione Lombardia - Elenco delle strutture sanitarie accreditate,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,Excels in cardiology​,45.37248155,9.167665691688873,True
1951,Ospedale Santa Corona,Via XXV Aprile 38,Pietra Ligure,,387,Ospedale Pubblico,019 62301,,,139.49,4.9,Liguria Open Data,Regione Liguria - Strutture sanitarie,3.0,5.0,1.0,1.0,3.0,3.0,1.0,3.0,Strong in orthopedics.,44.1440952,8.273628,True
1953,Ospedale Sant'Andrea,Via Vittorio Veneto 197,La Spezia,,387,Ospedale Pubblico,0187 5331,,,237.69,2.6,Liguria Open Data,Regione Liguria - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,44.112487900000005,9.83141582743211,True
1954,Ospedale di Sanremo,Via Giovanni Borea 56,Sanremo,,387,Ospedale Pubblico,0184 5361,,,56.31,3.6,Liguria Open Data,Regione Liguria - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,43.8232871,7.7796818,True
1828,"Ospedale ""Vito Fazzi""",Piazzetta Filippo Muratore,Lecce,,377,Struttura Sanitaria,0832 661111,,,68.5,2.7,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,41.12114637619904,16.83996901028511,True
1836,Clinica Solatrix,Via Bellenzani 11,Rovereto,,378,Clinica Privata,0464 491111,info@solatrix.it,,,4.9,Trentino Open Data,Provincia Autonoma di Trento - Strutture sanitarie - CC-BY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,41.90129510333247,12.472322289559488,True
2025,Ospedale di Polistena,Via Montegrappa,Polistena,89024,391,Ospedale Pubblico,0966 933111,urp.polistena@asprc.it,,,2.8,medical_facilities_from_txt.json,Dati Pubblici Regionali,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,Centro ospedaliero importante per la Piana di Gioia Tauro,38.40903433253189,16.076669102606573,True
2026,Ospedale di Soverato,Via Amirante,Soverato,88068,391,Ospedale Pubblico,0967 539111,ospedale.soverato@aocatanzaro.it,,,2.5,medical_facilities_from_txt.json,Dati Pubblici Regionali,2.5,2.5,2.0,2.0,2.5,2.5,2.5,2.5,Servizio sanitario per l'area ionica catanzarese,38.68128134525371,16.555038092748504,True
2027,Ospedale Ruggi D'Aragona,"Via San Leonardo, 1",Salerno,84131,384,Ospedale Pubblico,089 671111,urp@sangiovannieruggi.it,,,3.5,medical_facilities_from_txt.json,Dati Pubblici Regionali,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,"Ospedale di riferimento per il Sud della Campania, con elevati standard di assistenza per le patologie cardiovascolari",40.655189899999996,14.81370055839124,True
1865,Ospedale Regina Apostolorum,Via San Francesco 50,Albano Laziale,,380,Ospedale Privato Convenzionato,06 932981,,,256.5,4.6,Salute Lazio,Regione Lazio - Strutture sanitarie,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,41.89062722982971,12.482185841910654,True
1824,Policlinico di Bari,Piazza Giulio Cesare 11,Bari,,377,Struttura Sanitaria,080 5592111,,,271.0,3.8,Puglia Open Data,Regione Puglia - Anagrafe strutture sanitarie - IODL 2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,Strong in multiple specialties.,41.111642700000004,16.859452187652014,True
1848,Ospedale Pediatrico Meyer,Viale Pieraccini 24,Firenze,,379,"Ospedale Pediatrico, Neuropsichiatria Infantile, Chirurgia Pediatrica",055 5662111,,,57.5,3.1,Toscana Open Data,Regione Toscana - Strutture ospedaliere - CC-BY,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,High-ranking pediatric hospital​,43.8102004,11.252473482297194,True
1878,Istituto Ortopedico Galeazzi,Via Riccardo Galeazzi 4,Milano,,381,IRCCS Privato,02 6621,info.iog@grupposandonato.it,,294.93,4.8,Lombardia Open Data,Regione Lombardia - Elenco delle strutture sanitarie accreditate,1.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,Outstanding in orthopedics​,45.5233298,9.1736538,True
1914,AORN Dei Colli - Cotugno,Via Gaetano Quagliariello 54,Napoli,,384,Ospedale Pubblico,081 590 8111,,,134.99,3.4,Campania Open Data,Regione Campania - Strutture sanitarie,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,40.799263982035576,14.202162364665972,True
1919,Ospedale San Leonardo,Via Sant'Anna,Castellammare di Stabia,,384,Ospedale Pubblico,081 872 1111,,,72.62,3.8,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,40.81532960794544,14.293331231253,True
1930,Ospedale di Verona Borgo Roma,Piazzale L.A. Scuro 10,Verona,,385,Ospedale Pubblico,045 812 1111,urp@aovr.veneto.it,,156.57,4.5,Veneto Open Data,Regione Veneto - Strutture sanitarie,,,,,,,,,,45.473258725616,12.273756676408036,True
1959,Ospedale Renzetti,Via Rindertorfer,Lanciano,,388,Ospedale Pubblico,0872 706111,,,264.5,3.3,Abruzzo Open Data,Regione Abruzzo - Strutture sanitarie,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,42.37489655517654,13.426465014512813,True
1984,Ospedale Giovanni Paolo II,Viale Pio X,Lamezia Terme,,391,Ospedale Pubblico,0968 2081,,,93.95,4.2,Calabria Open Data,Regione Calabria - Strutture sanitarie,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,38.94353324051081,16.606860769409007,True
1986,Ospedale di Lamezia Terme,Via Sen. Arturo Perugini,Lamezia Terme,,391,Ospedale Pubblico,0968 2081,,,,3.0,Calabria Open Data,Regione Calabria - Strutture sanitarie,,,,,,,,,,38.894484565871366,16.56332046647974,True
1916,Ospedale Rummo,Via dell'Angelo 1,Benevento,,384,Ospedale Pubblico,0824 571 11,,,270.59,4.3,Campania Open Data,Regione Campania - Strutture sanitarie,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,,41.12567476857535,14.798485135548981,True
1982,Azienda Ospedaliera di Cosenza,Via San Martino,Cosenza,,391,Ospedale Pubblico,0984 6811,,,,3.6,Calabria Open Data,Regione Calabria - Strutture sanitarie,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,,39.29282989414266,16.254475293919025,True
2022,Ospedale T. E. O. Marianna G.,"Via Giuseppe Melacrino, 21",Reggio Calabria,89124,391,Ospedale Pubblico,0965 397111,urp.spoke@ospedalereggiocalabria.it,,,3.0,medical_facilities_from_txt.json,Dati Pubblici Regionali,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,,38.113691748145364,15.656632286394636,True
2023,Ospedale Jazzolino,Via Dante Alighieri,Vibo Valentia,89900,391,Ospedale Pubblico,0963 962111,urp.vibovalentia@asvvb.it,,,2.8,medical_facilities_from_txt.json,Dati Pubblici Regionali,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,Punto di riferimento per il territorio vibonese,38.6764361044193,16.09353765054255,True
